age,balance,day_of_week,duration,campaign,pdays,previous
1.041921092,-0.410306061,-1.298476332,-0.509321806,-0.569350638,-0.411453106,-0.251940371
0.476877226,-0.528214626,-1.298476332,-0.012282614,-0.246560348,-0.411453106,-0.251940371
-0.464862551,-0.360383772,-1.298476332,0.348847423,-0.569350638,-0.411453106,-0.251940371
1.512790981,-0.171861442,-1.298476332,-0.128776175,-0.569350638,-0.411453106,-0.251940371
0.759399159,-0.323270491,-1.298476332,-0.109360581,-0.569350638,-0.411453106,-0.251940371
1.795312914,-0.434610333,-1.298476332,-0.194789192,-0.569350638,-0.411453106,-0.251940371
1.701138936,-0.447419342,-1.298476332,-0.124893056,-0.569350638,-0.411453106,-0.251940371
0.947747115,3.045498739,-1.298476332,0.302249999,-0.569350638,-0.411453106,-0.251940371
1.512790981,-0.426727867,-1.298476332,-0.062763157,-0.569350638,-0.411453106,-0.251940371
-1.500776305,-0.449718395,-1.298476332,0.414860441,-0.569350638,-0.411453106,-0.251940371
1.13609507,-0.44840465,-1.298476332,5.466797849,-0.569350638,-0.411453106,-0.251940371
-0.464862551,-0.281230668,-1.298476332,1.238081602,-0.569350638,-0.411453106,-0.251940371
-0.370688573,-0.447419342,-1.298476332,-0.470490619,-0.569350638,-0.411453106,-0.251940371
0.288529271,0.401916451,-1.298476332,-0.381178889,-0.569350638,-0.411453106,-0.251940371
0.853573137,-0.431325972,-1.298476332,-0.303516515,-0.246560348,-0.411453106,-0.251940371
1.795312914,-0.413261986,-1.298476332,-0.917049268,-0.569350638,-0.411453106,-0.251940371
1.230269048,-0.273676637,-1.298476332,4.791135198,-0.569350638,-0.411453106,-0.251940371
1.606964958,-0.415889475,-1.298476332,1.389523231,-0.569350638,-0.411453106,-0.251940371
-0.464862551,-0.503581918,-1.298476332,-0.062763157,-0.569350638,-0.411453106,-0.251940371
1.606964958,-0.566970088,-1.298476332,0.376029254,-0.569350638,-0.411453106,-0.251940371
0.288529271,-0.447419342,-1.298476332,-0.128776175,-0.246560348,-0.411453106,-0.251940371
1.324443025,-0.447419342,-1.298476332,-0.381178889,-0.569350638,-0.411453106,-0.251940371
-1.124080394,-0.447419342,-1.298476332,0.407094204,-0.569350638,-0.411453106,-0.251940371
1.230269048,-0.023408318,-1.298476332,0.030431691,-0.569350638,-0.411453106,-0.251940371
0.665225182,-0.527557754,-1.298476332,-0.020048852,-0.569350638,-0.411453106,-0.251940371
-0.841558461,-0.447419342,-1.298476332,-0.307399634,-0.569350638,-0.411453106,-0.251940371
0.100181316,-0.472380487,-1.298476332,2.053536526,-0.569350638,-0.411453106,-0.251940371
-1.594950283,-0.481248262,-1.298476332,-0.439425669,-0.569350638,-0.411453106,-0.251940371
-0.276514595,-0.367609366,-1.298476332,-0.326815228,-0.569350638,-0.411453106,-0.251940371
-0.276514595,-0.308162429,-1.298476332,-0.598633535,-0.569350638,-0.411453106,-0.251940371
0.571051204,-0.346917891,-1.298476332,-0.951997336,-0.569350638,-0.411453106,-0.251940371
-0.08816664,-0.439536875,-1.298476332,-0.284100922,-0.569350638,-0.411453106,-0.251940371
0.476877226,-0.388629277,-1.298476332,5.901707141,-0.569350638,-0.411453106,-0.251940371
-0.841558461,-0.447419342,-1.298476332,-0.4666075,-0.569350638,-0.411453106,-0.251940371
1.13609507,-0.122596024,-1.298476332,2.150614493,-0.569350638,-0.411453106,-0.251940371
1.512790981,-0.365638749,-1.298476332,-0.365646414,-0.569350638,-0.411453106,-0.251940371
-0.747384484,-0.187954811,-1.298476332,0.515821527,-0.569350638,-0.411453106,-0.251940371
0.759399159,-0.39684018,-1.298476332,0.383795492,-0.569350638,-0.411453106,-0.251940371
0.947747115,1.697268488,-1.298476332,-0.649114078,-0.569350638,-0.411453106,-0.251940371
1.795312914,-0.41457573,-1.298476332,1.047808787,-0.569350638,-0.411453106,-0.251940371
1.701138936,-0.428041611,-1.298476332,0.057613522,-0.569350638,-0.411453106,-0.251940371
1.324443025,-0.051653824,-1.298476332,-0.388945127,-0.246560348,-0.411453106,-0.251940371
-0.559036528,3.567055289,-1.298476332,-0.315165872,-0.569350638,-0.411453106,-0.251940371
1.512790981,1.501848999,-1.298476332,-0.000633258,-0.569350638,-0.411453106,-0.251940371
-0.935732439,-0.439208439,-1.298476332,-0.334581465,-0.569350638,-0.411453106,-0.251940371
1.230269048,-0.354800358,-1.298476332,-0.404477601,-0.569350638,-0.411453106,-0.251940371
1.324443025,-0.439865311,-1.298476332,0.127509658,-0.569350638,-0.411453106,-0.251940371
0.194355293,0.188761412,-1.298476332,-0.299633397,-0.569350638,-0.411453106,-0.251940371
1.13609507,-0.321299874,-1.298476332,-0.31904899,-0.569350638,-0.411453106,-0.251940371
0.288529271,-0.256269523,-1.298476332,-0.183139836,-0.569350638,-0.411453106,-0.251940371
1.324443025,-0.417531655,-1.298476332,0.352730542,-0.569350638,-0.411453106,-0.251940371
0.759399159,-0.447419342,-1.298476332,0.053730403,-0.569350638,-0.411453106,-0.251940371
1.324443025,-0.447090906,-1.298476332,-0.194789192,-0.569350638,-0.411453106,-0.251940371
0.382703249,-0.379761502,-1.298476332,-0.253035973,-0.569350638,-0.411453106,-0.251940371
0.571051204,-0.393555819,-1.298476332,-0.179256718,-0.569350638,-0.411453106,-0.251940371
0.100181316,-0.220798423,-1.298476332,-0.924815505,-0.569350638,-0.411453106,-0.251940371
1.701138936,0.322106475,-1.298476332,3.04373179,-0.569350638,-0.411453106,-0.251940371
0.476877226,-0.402423594,-1.298476332,-0.047230682,-0.569350638,-0.411453106,-0.251940371
0.947747115,-0.390599894,-1.298476332,1.051691905,-0.246560348,-0.411453106,-0.251940371
1.418617003,-0.432639717,-1.298476332,4.694057231,-0.569350638,-0.411453106,-0.251940371
0.006007338,-0.030305476,-1.298476332,4.391173973,-0.569350638,-0.411453106,-0.251940371
0.476877226,-0.442164364,-1.298476332,-0.272451566,-0.246560348,-0.411453106,-0.251940371
1.512790981,-0.28779939,-1.298476332,-0.303516515,-0.246560348,-0.411453106,-0.251940371
0.100181316,-0.430997536,-1.298476332,-0.816088182,-0.569350638,-0.411453106,-0.251940371
-1.029906417,-0.397497052,-1.298476332,-0.175373599,-0.246560348,-0.411453106,-0.251940371
1.795312914,-0.352172869,-1.298476332,1.261380314,-0.569350638,-0.411453106,-0.251940371
1.795312914,-0.429683792,-1.298476332,-0.144308649,-0.569350638,-0.411453106,-0.251940371
1.512790981,-0.459571478,-1.298476332,-0.330698346,-0.569350638,-0.411453106,-0.251940371
-0.464862551,-0.414247294,-1.298476332,0.651730681,-0.569350638,-0.411453106,-0.251940371
1.324443025,-0.32162831,-1.298476332,0.111977184,-0.569350638,-0.411453106,-0.251940371
1.795312914,-0.420816017,-1.298476332,-0.610282892,-0.569350638,-0.411453106,-0.251940371
-0.182340618,-0.447419342,-1.298476332,-0.214204786,-0.569350638,-0.411453106,-0.251940371
0.476877226,-0.372207472,-1.298476332,-0.237503498,-0.569350638,-0.411453106,-0.251940371
0.288529271,-0.668785283,-1.298476332,-0.004516377,-0.569350638,-0.411453106,-0.251940371
1.13609507,-0.417860092,-1.298476332,-0.520971162,-0.569350638,-0.411453106,-0.251940371
1.041921092,-0.405379519,-1.298476332,-0.1132437,-0.569350638,-0.411453106,-0.251940371
1.701138936,-0.388629277,-1.298476332,-0.788906351,0.076229942,-0.411453106,-0.251940371
-1.31242835,-0.447419342,-1.298476332,0.550769595,-0.569350638,-0.411453106,-0.251940371
0.288529271,-0.429683792,-1.298476332,-0.237503498,-0.569350638,-0.411453106,-0.251940371
0.571051204,-0.397825489,-1.298476332,-0.264685329,-0.569350638,-0.411453106,-0.251940371
-0.653210506,-0.427384739,-1.298476332,-0.920932386,-0.569350638,-0.411453106,-0.251940371
1.701138936,-0.437566258,-1.298476332,0.993445125,-0.569350638,-0.411453106,-0.251940371
0.382703249,-0.275647254,-1.298476332,2.294289884,-0.246560348,-0.411453106,-0.251940371
-1.124080394,-0.437237822,-1.298476332,-0.249152854,-0.569350638,-0.411453106,-0.251940371
0.476877226,-0.421472889,-1.298476332,-0.443308788,-0.569350638,-0.411453106,-0.251940371
1.418617003,-0.45858617,-1.298476332,-0.179256718,-0.246560348,-0.411453106,-0.251940371
-0.464862551,-0.300279963,-1.298476332,0.108094065,-0.569350638,-0.411453106,-0.251940371
1.701138936,-0.420816017,-1.298476332,-0.586984179,-0.569350638,-0.411453106,-0.251940371
0.288529271,-0.400124541,-1.298476332,-0.043347564,-0.246560348,-0.411453106,-0.251940371
0.006007338,-0.332138266,-1.298476332,1.0089776,-0.569350638,-0.411453106,-0.251940371
-0.747384484,-0.469424562,-1.298476332,0.410977322,-0.569350638,-0.411453106,-0.251940371
1.701138936,-0.36136908,-1.298476332,-0.311282753,-0.569350638,-0.411453106,-0.251940371
1.512790981,-0.447419342,-1.298476332,-0.621932248,-0.569350638,-0.411453106,-0.251940371
1.418617003,-0.42902692,-1.298476332,0.702211224,-0.569350638,-0.411453106,-0.251940371
0.947747115,-0.438880003,-1.298476332,-0.695711503,-0.569350638,-0.411453106,-0.251940371
-0.653210506,-0.446434034,-1.298476332,-0.536503637,0.076229942,-0.411453106,-0.251940371
0.194355293,-0.433953461,-1.298476332,-0.509321806,-0.246560348,-0.411453106,-0.251940371
1.041921092,-0.445120289,-1.298476332,-0.322932109,-0.569350638,-0.411453106,-0.251940371
-0.747384484,-0.41293355,-1.298476332,0.014899217,-0.246560348,-0.411453106,-0.251940371
-1.124080394,-0.1787586,-1.298476332,-0.765607639,-0.569350638,-0.411453106,-0.251940371
-0.653210506,-0.45267432,-1.298476332,-0.699594621,-0.569350638,-0.411453106,-0.251940371
-0.935732439,-0.447419342,-1.298476332,-0.447191907,-0.569350638,-0.411453106,-0.251940371
1.324443025,0.365788478,-1.298476332,1.245847839,-0.569350638,-0.411453106,-0.251940371
1.324443025,-0.058222546,-1.298476332,1.62639347,-0.569350638,-0.411453106,-0.251940371
-0.841558461,-0.376148705,-1.298476332,0.337198067,-0.569350638,-0.411453106,-0.251940371
-0.276514595,0.105995512,-1.298476332,-0.284100922,-0.569350638,-0.411453106,-0.251940371
1.324443025,-0.184013578,-1.298476332,-0.61416601,-0.246560348,-0.411453106,-0.251940371
-1.218254372,-0.447419342,-1.298476332,-0.517088043,-0.246560348,-0.411453106,-0.251940371
-1.68912426,-0.416546347,-1.298476332,-0.253035973,-0.569350638,-0.411453106,-0.251940371
-0.841558461,-0.447419342,-1.298476332,-0.474373738,-0.569350638,-0.411453106,-0.251940371
0.194355293,-0.447419342,-1.298476332,-0.719010215,-0.569350638,-0.411453106,-0.251940371
-0.841558461,-0.277617871,-1.298476332,1.047808787,-0.569350638,-0.411453106,-0.251940371
0.476877226,-0.360383772,-1.298476332,1.098289329,-0.569350638,-0.411453106,-0.251940371
1.13609507,-0.136390341,-1.298476332,-0.369529533,-0.569350638,-0.411453106,-0.251940371
-0.653210506,-0.446434034,-1.298476332,0.166340845,-0.569350638,-0.411453106,-0.251940371
1.512790981,-0.433625025,-1.298476332,-0.823854419,-0.569350638,-0.411453106,-0.251940371
-0.370688573,-0.435267206,-1.298476332,-0.210321667,-0.569350638,-0.411453106,-0.251940371
1.701138936,-0.428698483,-1.298476332,-0.621932248,-0.569350638,-0.411453106,-0.251940371
-0.747384484,-0.440193747,-1.298476332,-0.726776452,-0.569350638,-0.411453106,-0.251940371
1.418617003,-0.444791853,-1.298476332,-0.392828245,-0.246560348,-0.411453106,-0.251940371
0.665225182,-0.35118756,-1.298476332,-0.058880038,-0.569350638,-0.411453106,-0.251940371
0.194355293,-0.446434034,-1.298476332,-0.280217803,-0.246560348,-0.411453106,-0.251940371
1.230269048,-0.333123574,-1.298476332,1.245847839,-0.246560348,-0.411453106,-0.251940371
0.947747115,-0.453659628,-1.298476332,-0.369529533,-0.246560348,-0.411453106,-0.251940371
-1.406602327,-0.447419342,-1.298476332,1.366224519,-0.246560348,-0.411453106,-0.251940371
-0.08816664,-0.448733086,-1.298476332,6.891902406,-0.569350638,-0.411453106,-0.251940371
-0.182340618,-0.441507492,-1.298476332,-0.67241279,-0.569350638,-0.411453106,-0.251940371
0.853573137,-0.401766722,-1.298476332,-0.559802349,-0.246560348,-0.411453106,-0.251940371
0.006007338,-0.447419342,-1.298476332,-0.559802349,-0.246560348,-0.411453106,-0.251940371
0.947747115,0.171025862,-1.298476332,-0.781140114,-0.569350638,-0.411453106,-0.251940371
1.795312914,-0.376477141,-1.298476332,-0.078295632,-0.569350638,-0.411453106,-0.251940371
1.041921092,-0.1905823,-1.298476332,-0.641347841,0.076229942,-0.411453106,-0.251940371
0.665225182,-0.150513094,-1.298476332,-0.505438687,-0.246560348,-0.411453106,-0.251940371
0.665225182,0.112564234,-1.298476332,-0.586984179,-0.569350638,-0.411453106,-0.251940371
-0.182340618,-0.431982845,-1.298476332,-0.299633397,-0.569350638,-0.411453106,-0.251940371
0.571051204,-0.389614586,-1.298476332,0.174107083,-0.246560348,-0.411453106,-0.251940371
-0.08816664,-0.045085101,-1.298476332,1.164302347,0.721810522,-0.411453106,-0.251940371
0.382703249,-0.419173836,-1.298476332,0.045964166,-0.569350638,-0.411453106,-0.251940371
-1.406602327,-0.420487581,-1.298476332,-0.117126819,-0.569350638,-0.411453106,-0.251940371
1.041921092,-0.358413155,-1.298476332,-0.618049129,-0.569350638,-0.411453106,-0.251940371
1.230269048,0.005165624,-1.298476332,-0.070529394,-0.569350638,-0.411453106,-0.251940371
1.230269048,-0.386987097,-1.298476332,1.610860996,-0.246560348,-0.411453106,-0.251940371
0.853573137,-0.447419342,-1.298476332,-0.097711225,0.076229942,-0.411453106,-0.251940371
-0.559036528,-0.447419342,-1.298476332,3.098095452,-0.569350638,-0.411453106,-0.251940371
0.288529271,-0.001731534,-1.298476332,-0.031698208,-0.569350638,-0.411453106,-0.251940371
1.13609507,-0.441179056,-1.298476332,-0.02393197,-0.569350638,-0.411453106,-0.251940371
-0.559036528,-0.304878068,-1.298476332,-0.4666075,-0.569350638,-0.411453106,-0.251940371
1.795312914,-0.417203219,-1.298476332,-0.49767245,-0.569350638,-0.411453106,-0.251940371
1.13609507,-0.069389374,-1.298476332,0.597367019,-0.569350638,-0.411453106,-0.251940371
0.665225182,-0.433953461,-1.298476332,-0.307399634,-0.246560348,-0.411453106,-0.251940371
-0.653210506,-0.4306691,-1.298476332,-0.928698624,-0.246560348,-0.411453106,-0.251940371
1.230269048,-0.377134013,-1.298476332,0.775990479,-0.246560348,-0.411453106,-0.251940371
0.947747115,-0.066105013,-1.298476332,1.781718218,-0.569350638,-0.411453106,-0.251940371
-0.935732439,-0.435267206,-1.298476332,0.212938269,-0.569350638,-0.411453106,-0.251940371
-0.559036528,-0.18894012,-1.298476332,1.649692183,-0.246560348,-0.411453106,-0.251940371
-0.559036528,-0.428041611,-1.298476332,3.179640944,-0.569350638,-0.411453106,-0.251940371
-0.276514595,-0.364325005,-1.298476332,0.612899494,-0.569350638,-0.411453106,-0.251940371
-0.464862551,-0.378119322,-1.298476332,-0.435542551,-0.246560348,-0.411453106,-0.251940371
1.606964958,-0.370236855,-1.298476332,-0.353997058,-0.569350638,-0.411453106,-0.251940371
-0.08816664,0.992444585,-1.298476332,0.220704507,-0.569350638,-0.411453106,-0.251940371
1.230269048,0.892600006,-1.298476332,-0.458841263,-0.569350638,-0.411453106,-0.251940371
-0.653210506,-0.430012228,-1.298476332,0.341081186,-0.569350638,-0.411453106,-0.251940371
-0.935732439,-0.447419342,-1.298476332,1.179834822,-0.569350638,-0.411453106,-0.251940371
0.947747115,0.251164274,-1.298476332,-0.334581465,-0.569350638,-0.411453106,-0.251940371
-0.747384484,-0.323598927,-1.298476332,-0.159841124,-0.569350638,-0.411453106,-0.251940371
1.324443025,-0.423443506,-1.298476332,-0.451075025,-0.246560348,-0.411453106,-0.251940371
0.100181316,-0.301265271,-1.298476332,-0.742308927,-0.569350638,-0.411453106,-0.251940371
-0.653210506,-0.367609366,-1.298476332,0.127509658,-0.569350638,-0.411453106,-0.251940371
-0.747384484,-0.346589455,-1.298476332,0.197405795,-0.246560348,-0.411453106,-0.251940371
-0.276514595,-0.396511744,-1.298476332,-0.039464445,-0.569350638,-0.411453106,-0.251940371
0.853573137,-0.390599894,-1.298476332,-0.621932248,-0.569350638,-0.411453106,-0.251940371
0.194355293,-0.316044896,-1.298476332,-0.008399496,-0.569350638,-0.411453106,-0.251940371
1.889486891,0.02158743,-1.298476332,-0.684062147,-0.246560348,-0.411453106,-0.251940371
0.571051204,-0.375491833,-1.298476332,1.238081602,-0.569350638,-0.411453106,-0.251940371
0.665225182,-0.445120289,-1.298476332,0.108094065,-0.569350638,-0.411453106,-0.251940371
0.288529271,-0.258568576,-1.298476332,0.849769734,-0.569350638,-0.411453106,-0.251940371
-0.559036528,-0.34954538,-1.298476332,1.370107637,-0.246560348,-0.411453106,-0.251940371
-0.559036528,-0.447419342,-1.298476332,0.826471022,-0.569350638,-0.411453106,-0.251940371
0.853573137,1.424338076,-1.298476332,0.47699034,-0.246560348,-0.411453106,-0.251940371
0.006007338,-0.389614586,-1.298476332,-0.839386894,-0.569350638,-0.411453106,-0.251940371
0.006007338,-0.277617871,-1.298476332,-0.027815089,-0.569350638,-0.411453106,-0.251940371
-0.182340618,-0.36301126,-1.298476332,0.581834544,-0.569350638,-0.411453106,-0.251940371
0.100181316,-0.42902692,-1.298476332,-0.167607362,-0.569350638,-0.411453106,-0.251940371
-0.276514595,-0.575509427,-1.298476332,0.111977184,-0.569350638,-0.411453106,-0.251940371
1.13609507,-0.339035424,-1.298476332,-0.163724243,-0.246560348,-0.411453106,-0.251940371
1.701138936,-0.3833743,-1.298476332,0.41874356,-0.246560348,-0.411453106,-0.251940371
-0.464862551,-0.348560071,-1.298476332,-0.187022955,-0.569350638,-0.411453106,-0.251940371
1.230269048,-0.460885223,-1.298476332,0.115860302,-0.569350638,-0.411453106,-0.251940371
-0.08816664,-0.288784698,-1.298476332,-0.35011394,-0.569350638,-0.411453106,-0.251940371
0.571051204,-0.438223131,-1.298476332,0.310016237,-0.246560348,-0.411453106,-0.251940371
1.13609507,-0.443149672,-1.298476332,0.589600782,0.076229942,-0.411453106,-0.251940371
0.476877226,-0.130478491,-1.298476332,-0.315165872,-0.569350638,-0.411453106,-0.251940371
-0.182340618,-0.323270491,-1.298476332,-0.509321806,-0.246560348,-0.411453106,-0.251940371
-0.08816664,-0.375491833,-1.298476332,0.383795492,-0.569350638,-0.411453106,-0.251940371
-1.218254372,-0.341006041,-1.298476332,-0.322932109,-0.569350638,-0.411453106,-0.251940371
-0.559036528,-0.470081434,-1.298476332,0.162457727,-0.569350638,-0.411453106,-0.251940371
1.324443025,-0.447419342,-1.298476332,-0.474373738,-0.569350638,-0.411453106,-0.251940371
0.194355293,-0.380089938,-1.298476332,4.507667534,-0.569350638,-0.411453106,-0.251940371
0.665225182,-0.356114102,-1.298476332,-0.517088043,-0.246560348,-0.411453106,-0.251940371
1.606964958,-0.09763488,-1.298476332,-0.175373599,0.076229942,-0.411453106,-0.251940371
-0.747384484,-0.436252514,-1.298476332,-0.897633674,-0.569350638,-0.411453106,-0.251940371
-0.464862551,-0.108144835,-1.298476332,-0.078295632,-0.246560348,-0.411453106,-0.251940371
1.13609507,0.034396438,-1.298476332,-0.520971162,-0.569350638,-0.411453106,-0.251940371
0.571051204,-0.451360575,-1.298476332,-0.932581742,-0.569350638,-0.411453106,-0.251940371
-0.935732439,-0.319986129,-1.298476332,1.832198761,-0.246560348,-0.411453106,-0.251940371
1.512790981,-0.350859124,-1.298476332,1.89432866,-0.246560348,-0.411453106,-0.251940371
1.13609507,0.15263344,-1.298476332,-0.532620518,-0.569350638,-0.411453106,-0.251940371
1.324443025,-0.241489898,-1.298476332,-0.043347564,-0.569350638,-0.411453106,-0.251940371
0.382703249,-0.439208439,-1.298476332,-0.847153131,-0.569350638,-0.411453106,-0.251940371
1.13609507,-0.343961966,-1.298476332,-0.299633397,-0.246560348,-0.411453106,-0.251940371
-0.370688573,-0.447419342,-1.298476332,-0.695711503,-0.569350638,-0.411453106,-0.251940371
0.288529271,-0.425742558,-1.298476332,-0.20255543,-0.569350638,-0.411453106,-0.251940371
0.759399159,-0.450375267,-1.298476332,0.508055289,-0.569350638,-0.411453106,-0.251940371
0.476877226,-0.332795138,-1.298476332,-0.509321806,-0.569350638,-0.411453106,-0.251940371
0.194355293,-0.41457573,-1.298476332,1.723471438,-0.569350638,-0.411453106,-0.251940371
-0.276514595,-0.447419342,-1.298476332,-0.416126957,-0.569350638,-0.411453106,-0.251940371
0.194355293,-0.304878068,-1.298476332,-0.548152993,-0.569350638,-0.411453106,-0.251940371
0.759399159,0.615728362,-1.298476332,-0.101594344,0.076229942,-0.411453106,-0.251940371
0.100181316,-0.35709941,-1.298476332,0.581834544,-0.246560348,-0.411453106,-0.251940371
-1.783298238,-0.447419342,-1.298476332,-0.307399634,-0.246560348,-0.411453106,-0.251940371
-0.08816664,-0.379433066,-1.298476332,-0.85103625,-0.569350638,-0.411453106,-0.251940371
-0.182340618,-0.288784698,-1.298476332,0.09256159,-0.569350638,-0.411453106,-0.251940371
0.947747115,0.290905044,-1.298476332,1.770068862,-0.246560348,-0.411453106,-0.251940371
0.759399159,-0.306848685,-1.298476332,-0.808321944,-0.569350638,-0.411453106,-0.251940371
1.13609507,-0.447419342,-1.298476332,-0.299633397,-0.569350638,-0.411453106,-0.251940371
-0.653210506,-0.447419342,-1.298476332,-0.451075025,-0.569350638,-0.411453106,-0.251940371
-0.747384484,-0.401438286,-1.298476332,-0.121009937,-0.569350638,-0.411453106,-0.251940371
0.853573137,-0.349873816,-1.298476332,-0.540386755,-0.569350638,-0.411453106,-0.251940371
-0.182340618,-0.355785666,-1.298476332,0.399327966,-0.569350638,-0.411453106,-0.251940371
1.701138936,-0.151498402,-1.298476332,-0.719010215,0.076229942,-0.411453106,-0.251940371
-1.029906417,0.397646781,-1.298476332,-0.742308927,-0.246560348,-0.411453106,-0.251940371
-0.464862551,-0.400452978,-1.298476332,0.356613661,-0.569350638,-0.411453106,-0.251940371
-0.08816664,-0.291412187,-1.298476332,0.286717524,-0.246560348,-0.411453106,-0.251940371
1.13609507,-0.424428814,-1.298476332,1.370107637,-0.246560348,-0.411453106,-0.251940371
-0.653210506,-0.342976657,-1.298476332,-0.563685467,-0.246560348,-0.411453106,-0.251940371
-0.370688573,-0.35709941,-1.298476332,-0.489906212,-0.569350638,-0.411453106,-0.251940371
0.100181316,-0.203719745,-1.298476332,-0.777256995,0.076229942,-0.411453106,-0.251940371
0.006007338,-0.369908419,-1.298476332,-0.416126957,-0.569350638,-0.411453106,-0.251940371
-1.029906417,-0.439208439,-1.298476332,-0.656880316,-0.246560348,-0.411453106,-0.251940371
-0.370688573,-0.250357673,-1.298476332,-0.412243839,-0.569350638,-0.411453106,-0.251940371
-0.182340618,-0.562043546,-1.298476332,1.370107637,-0.246560348,-0.411453106,-0.251940371
0.006007338,-0.387315533,-1.298476332,-0.575334823,-0.246560348,-0.411453106,-0.251940371
-0.08816664,-0.447419342,-1.298476332,0.795406072,-0.569350638,-0.411453106,-0.251940371
0.100181316,-0.447419342,-1.298476332,1.179834822,-0.246560348,-0.411453106,-0.251940371
-0.08816664,-0.447419342,-1.298476332,2.733082295,-0.569350638,-0.411453106,-0.251940371
1.512790981,-0.09336521,-1.298476332,-0.963646692,0.399020232,-0.411453106,-0.251940371
1.418617003,-0.396511744,-1.298476332,-0.544269874,0.076229942,-0.411453106,-0.251940371
-0.370688573,-0.38501648,-1.298476332,-0.64523096,-0.246560348,-0.411453106,-0.251940371
1.701138936,-0.342648221,-1.298476332,-0.447191907,0.076229942,-0.411453106,-0.251940371
-0.182340618,-0.508180023,-1.298476332,-0.268568447,0.076229942,-0.411453106,-0.251940371
0.759399159,-0.431982845,-1.298476332,-0.093828107,-0.246560348,-0.411453106,-0.251940371
-0.276514595,-0.260210756,-1.298476332,-0.711243977,-0.246560348,-0.411453106,-0.251940371
-0.464862551,-0.441179056,-1.298476332,-0.268568447,-0.246560348,-0.411453106,-0.251940371
0.853573137,-0.427384739,-1.298476332,1.408938824,0.076229942,-0.411453106,-0.251940371
0.006007338,-0.467782381,-1.298476332,-0.788906351,-0.246560348,-0.411453106,-0.251940371
1.230269048,-0.362682824,-1.298476332,0.201288913,0.399020232,-0.411453106,-0.251940371
1.606964958,-0.422458197,-1.298476332,-0.396711364,-0.246560348,-0.411453106,-0.251940371
-1.029906417,-0.447419342,-1.298476332,-0.983062285,-0.246560348,-0.411453106,-0.251940371
-0.747384484,-0.33180983,-1.298476332,-0.128776175,-0.246560348,-0.411453106,-0.251940371
0.571051204,-0.326554852,-1.298476332,-0.517088043,-0.246560348,-0.411453106,-0.251940371
0.853573137,-0.336079499,-1.298476332,-0.994711641,0.076229942,-0.411453106,-0.251940371
-0.841558461,-0.010270873,-1.298476332,0.108094065,-0.246560348,-0.411453106,-0.251940371
-0.08816664,-0.226710273,-1.298476332,-0.365646414,-0.246560348,-0.411453106,-0.251940371
-0.370688573,-0.428370047,-1.298476332,-0.621932248,-0.246560348,-0.411453106,-0.251940371
